conjunto,execucao,tempo_execucao,stress,trustworthiness,continuity
cifar10,1,0.1690819263458252,0.7083489889362122,0.8172109855769231,0.024080000000000205
cifar10,2,0.1522963047027588,0.7083489889522994,0.8172109855769231,0.024080000000000205
cifar10,3,0.1665797233581543,0.7083489891021523,0.8172109855769231,0.024080000000000205
cifar10,4,0.13838934898376465,0.7083489888893345,0.8172109855769231,0.024080000000000205
cifar10,5,0.22225642204284668,0.7083489890173511,0.8172109855769231,0.024080000000000205
